Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
4UqoQ74pRIHvZxvj5dDrpK,"63TDvoeug4OyhpcQ2vaYVd,2iRiwwxcJb6fXCxO5jt1cz,1QYEDrtyv4L2zVaWKjrjNe","Sunrise, Sunset","Fiddler on the Roof (New Broadway Cast Recording)","Alfred Molina,Randy Graff,Fiddler On The Roof Company",2004-06-08,211560,23,spotify:user:emberg547,2018-07-23T14:05:57Z,"broadway",0.3,0.152,5,-15.508,0,0.0371,0.907,0,0.115,0.264,135.344,4
2mKbaww1PC6Gff5kZnuFiJ,"4MWraJt8EyZEB4IZf73Rbm","Singin' in the Rain","Singin' in the Rain (Original Cast Recording)","Singin' In The Rain - Original Cast",1984-12-31,213600,0,spotify:user:emberg547,2018-07-23T14:07:22Z,"",0.457,0.247,2,-16.998,1,0.0359,0.615,0.00218,0.138,0.42,144.548,4
0PIUX7yVw0XGA3Q1XcH7S4,"4MWraJt8EyZEB4IZf73Rbm","Good Morning","Singin' in the Rain (Original Cast Recording)","Singin' In The Rain - Original Cast",1984-12-31,155706,0,spotify:user:emberg547,2018-07-23T14:07:27Z,"",0.618,0.491,0,-12.203,1,0.174,0.451,0,0.197,0.798,114.078,4
2aOD3WKnACkR1nEdCnnem9,"4MWraJt8EyZEB4IZf73Rbm","Be a Clown","Singin' in the Rain (Original Cast Recording)","Singin' In The Rain - Original Cast",1984-12-31,143440,0,spotify:user:emberg547,2018-07-23T14:07:44Z,"",0.64,0.502,0,-11.188,1,0.102,0.584,0,0.252,0.901,147.542,4
4drhI0HFUrZhtQFM6UTezn,"4TNy7lKgnA9WB8VNEfgvqn,7wlucFCBa4p2fyijjsCz3V,5Pjk0CjONGk3zq9SnKKx3r","A Guy That I'd Kinda Be Into","Be More Chill (Original Cast Recording)","Stephanie Hsu,'Be More Chill' Ensemble,Be More Chill",2015-10-30,164400,38,spotify:user:emberg547,2018-08-17T03:44:58Z,"broadway,show tunes",0.497,0.474,3,-7.279,1,0.044,0.764,0.000223,0.453,0.493,133.934,4
2NKSdHfJ2j3PnSZUJfXa7J,"4VluulYWhcwWaD1pV7CtKB","Michael in the Bathroom","Be More Chill (Original Cast Recording)","George Salazar",2015-10-30,297573,49,spotify:user:emberg547,2018-08-17T03:45:08Z,"broadway,show tunes",0.574,0.372,4,-7.75,1,0.0616,0.82,0,0.115,0.425,118.545,4
0mqcxeYg1b57YjniPNTtQ6,"4aXXDj9aZnlshx7mzj3W1N,6sLwRSXSUF5JTUnQaFenyj,6mXcTwoata1hkaDMbkzw32,6EaIoLoH3COaTIlNlSUrEF,40EMRBhARMflvBy3KYukJx,23OBpHr3yXnMMCu13Fg1Oa","96,000","In the Heights (Original Broadway Cast Recording)","Lin-Manuel Miranda,Christopher Jackson,Robin de Jesus,Seth Stewart,Janet Dacal,Andrea Burns",2008-06-03,335013,52,spotify:user:emberg547,2018-08-22T14:02:51Z,"hollywood,show tunes",0.719,0.554,4,-7.203,0,0.353,0.306,0,0.113,0.648,85.194,4
1RZ6jzlPeEaDeKYe7IJ792,"2LmyJyCF5V1eQyvHgJNbTn,0mzeuEu2tXNjhVNc1sKVWI,2y0ch4gqc0z7SMWsjHWL5F,5h3xSbk9Px5kkbigG2KMFK,0thVG8jyFpXHRXX6ZP2R0K,24xo1W6seOWL0G1uYK3uAW","West Side Story: Act I: America","West Side Story (Original Motion Picture Soundtrack)","Leonard Bernstein,Johnny Green,West Side Story Orchestra,Suzie Kaye,Betty Wand,George Chakiris",1961,299000,55,spotify:user:emberg547,2018-08-22T14:07:54Z,"american modern classical,classical,classical performance,orchestral performance,hollywood",0.413,0.559,2,-8.938,0,0.217,0.653,0.0000205,0.565,0.7,158.812,3
4JCBnb6zviWQjtlhxUgtis,"2LmyJyCF5V1eQyvHgJNbTn,0mzeuEu2tXNjhVNc1sKVWI,517H6qPFakSbGmoC5xsjDs,5h3xSbk9Px5kkbigG2KMFK,4hqBCPgHlmR9l7pZQmO8Cn,2Npf96k0QoY8YYwqnELDmQ,2y0ch4gqc0z7SMWsjHWL5F","West Side Story: Act II: I Feel Pretty","West Side Story (Original Motion Picture Soundtrack)","Leonard Bernstein,Johnny Green,Yvonne Othon,Suzie Kaye,Joanne Miya,Marni Nixon,West Side Story Orchestra",1961,215960,48,spotify:user:emberg547,2018-08-22T14:08:02Z,"american modern classical,classical,classical performance,orchestral performance,hollywood",0.71,0.35,5,-10.952,1,0.0989,0.805,0,0.0788,0.55,111.743,3
33trZRsRCHDPemnACBcLJJ,"2HB65P72dFRiOKvbLLcil2,5Yi0y4bNdc04Oxk9l6nwXa,1L4nOFaQKejFy75REi9BKh","Dancing Queen - From 'Mamma Mia!' Original Motion Picture Soundtrack","Mamma Mia! The Movie Soundtrack","Meryl Streep,Julie Walters,Christine Baranski",2008-01-01,244226,67,spotify:user:emberg547,2018-08-22T14:08:42Z,"hollywood",0.551,0.951,9,-3.395,1,0.0717,0.0242,0.00000291,0.156,0.509,99.992,4
2MfEQfjPh7upzVnX5Ziyj9,"5Yi0y4bNdc04Oxk9l6nwXa,0SzZQUkmQ2VPihJ7P64IGq","Take A Chance On Me - From 'Mamma Mia!' Original Motion Picture Soundtrack","Mamma Mia! The Movie Soundtrack","Julie Walters,Stellan Skarsgård",2008-01-01,241480,61,spotify:user:emberg547,2018-08-22T14:10:39Z,"hollywood,movie tunes",0.699,0.877,11,-4.788,1,0.0374,0.0767,0,0.386,0.493,107.023,4
4nI8e3fy1hHvhCvJURv5JI,"2HB65P72dFRiOKvbLLcil2","Mamma Mia - From 'Mamma Mia!' Original Motion Picture Soundtrack","Mamma Mia! The Movie Soundtrack","Meryl Streep",2008-01-01,214906,68,spotify:user:emberg547,2018-08-22T14:11:05Z,"hollywood",0.746,0.848,2,-4.638,1,0.0331,0.15,0.00000218,0.37,0.756,138.047,4
0l8Sd9pRtBvhvXROJ9EuQN,"6AiFgFuYJ8EVPJXxEcFuik,2RxiB8hxxiJ9qM4e1ahHru,2ZIgadiTFMv5A3PiNVWpzq,2HOOjUvKpL2l8gXMfWEf39","Prologue (Little Shop Of Horrors)","Little Shop Of Horrors (Original Motion Picture Soundtrack)","Bill Mitchell,Michelle Weeks,Tichina Arnold,Tisha Campbell",1986-01-01,208533,0,spotify:user:emberg547,2018-08-22T15:06:20Z,"",0.614,0.606,7,-15.549,1,0.106,0.462,0.0000335,0.0662,0.664,164.064,4
77uG5Qe741Qyd5Wxo1TJhz,"2rjQ9QqeJOXxYbTzvbP8BF,6CAxtHXbWx9FdJFhgBEtBJ,2RxiB8hxxiJ9qM4e1ahHru,2ZIgadiTFMv5A3PiNVWpzq,2HOOjUvKpL2l8gXMfWEf39","Suddenly, Seymour","Little Shop Of Horrors (Original Motion Picture Soundtrack)","Rick Moranis,Ellen Greene,Michelle Weeks,Tichina Arnold,Tisha Campbell",1986-01-01,208226,0,spotify:user:emberg547,2018-08-22T15:06:34Z,"hollywood",0.381,0.257,9,-16.018,1,0.0432,0.719,0,0.0444,0.319,111.946,4
3pMsqOoZTtzUiZXmDVtrCD,"0HnvwS4WOXhjvKwQRceHMe,4hKkEHkaqCsyxNxXEsszVH,5m7wCUhYhBh7A3A3YMxrbt,51cLPvmhBdl3qTsZCL32Yl,6U1dBXJhC8gXFjamvFTmHg,2rQM4vPGbkx25PHapwq61a","You Can't Stop The Beat","Hairspray (Original Motion Picture Soundtrack) [Collector's Edition]","Elijah Kelley,John Travolta,Queen Latifah,Nikki Blonsky,Zac Efron,Amanda Bynes",2007-07-10,324706,62,spotify:user:emberg547,2020-04-16T16:36:18Z,"hollywood,movie tunes,show tunes,conscious hip hop,east coast hip hop,golden age hip hop,hip hop,hip pop,new jersey rap,post-teen pop",0.52,0.944,7,-4.721,1,0.157,0.0382,0,0.141,0.725,170.484,4
0LgODbepSswNlLUK8EEH8v,"2RWaZohsuqSJX9xWX3p95G,1SDhiS0uh2gJfCqE82bcT1","Anything Goes","Anything Goes (New Broadway Cast Recording)","Sutton Foster,Anything Goes New Broadway Company Orchestra",2011-09-06,348253,52,spotify:user:emberg547,2020-04-16T16:36:20Z,"broadway,hollywood,show tunes",0.617,0.438,7,-8.707,1,0.17,0.682,0.00218,0.28,0.725,98.823,4
3QZn12WsGUEbhAZaa01uGt,"46yt6WJsgzPiAtnCe809UV,4wwo2P1bzRnLwJwjHrbZnv,5vvYcbbCA8f7UOpxD2mVBW,6yTc5YHDriVSWYq8vPA4Xi","King Of New York","Newsies (Original Broadway Cast Recording)","Ben Fankhauser,Kara Lindsay,Lewis Grosso,Newsies Original Broadway Cast",2012-05-15,249280,0,spotify:user:emberg547,2020-04-16T16:36:22Z,"broadway,hollywood,show tunes",0.748,0.561,0,-8.188,1,0.163,0.363,0,0.159,0.685,83.946,4
