Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5uoaPAzCfgGvBsNJ3YDSBX,"7hj7ffJe6UkF1gsMpuweSI,7wlFDEWiM5OoIAt8RSli8b","Wanted (feat. Youngboy Never Broke Again)","Life of Betrayal","Yungeen Ace,YoungBoy Never Broke Again",2018-08-03,188685,0,spotify:user:emberg547,2019-01-24T12:50:14Z,"florida rap,melodic rap,pop rap,trap,baton rouge rap",0.654,0.719,5,-5.631,1,0.075,0.00268,0,0.0961,0.322,142.001,4
5aqu5xhPqoOWqF71PkfgM8,"3MZsBdqDrRTJihTHQrO6Dq","ATTENTION","BALLADS 1","Joji",2018-10-26,128888,71,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop",0.787,0.312,7,-12.401,1,0.0383,0.895,0.0224,0.115,0.425,119.899,4
0rKtyWc8bvkriBthvHKY8d,"3MZsBdqDrRTJihTHQrO6Dq","SLOW DANCING IN THE DARK","BALLADS 1","Joji",2018-10-26,209273,86,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop",0.515,0.479,3,-7.458,1,0.0261,0.544,0.00598,0.191,0.284,88.964,4
1DMEzmAoQIikcL52psptQL,"3MZsBdqDrRTJihTHQrO6Dq","TEST DRIVE","BALLADS 1","Joji",2018-10-26,179423,72,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop",0.646,0.648,3,-8.602,1,0.0372,0.71,0.00316,0.108,0.466,75.004,4
0Y9D1Bc4fAkeZnVsGKdij6,"3MZsBdqDrRTJihTHQrO6Dq","WANTED U","BALLADS 1","Joji",2018-10-26,251015,71,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop",0.305,0.715,7,-7.54,1,0.0554,0.105,0.0495,0.0906,0.29,82.977,4
39oeKRgsLeynDIbWuXyA47,"3MZsBdqDrRTJihTHQrO6Dq,5vSQUyT33qxr1xAX2Tkf3A","CAN'T GET OVER YOU (feat. Clams Casino)","BALLADS 1","Joji,Clams Casino",2018-10-26,107076,73,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop,experimental hip hop,psychedelic hip hop,underground hip hop,wave,witch house",0.9,0.316,9,-8.797,1,0.332,0.684,0.0771,0.0853,0.844,129.914,4
1VGzxJnVQND7Cg5H5wGj14,"3MZsBdqDrRTJihTHQrO6Dq","YEAH RIGHT","BALLADS 1","Joji",2018-10-26,174357,82,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop",0.672,0.588,1,-9.573,1,0.133,0.619,0.241,0.0992,0.204,169.033,4
1X8YgRhzbdXb1vZNLUTn9g,"3MZsBdqDrRTJihTHQrO6Dq,6DIUUnQRMBTkigLlsAxblR,6y80I9YZi4DOpbaSUlL725","WHY AM I STILL IN LA (feat. Shlohmo & D33J)","BALLADS 1","Joji,D33J,Shlohmo",2018-10-26,199708,62,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop,abstract beats,chillwave,downtempo,electronica,glitch,uk bass,vapor twitch,wonky",0.44,0.242,0,-12.307,1,0.0316,0.719,0.834,0.11,0.0446,124.968,4
4sbtM9ORGwmxGkXfctXbJq,"3MZsBdqDrRTJihTHQrO6Dq","NO FUN","BALLADS 1","Joji",2018-10-26,168417,69,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop",0.809,0.483,5,-6.886,1,0.0487,0.8,0,0.221,0.715,96.974,4
48x8fBWfyeSMzLl5gbsjr9,"3MZsBdqDrRTJihTHQrO6Dq","COME THRU","BALLADS 1","Joji",2018-10-26,153168,63,spotify:user:emberg547,2019-01-26T03:45:34Z,"alternative r&b,viral pop",0.66,0.596,0,-8.207,1,0.0358,0.163,0.86,0.109,0.0757,77.026,4
